,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
34496,gdb_34497,C1CC12C=C(CO2)C#N,4.65309,1.01432,0.89728,3.7104,82.52,-0.2343,-0.0501,0.1842,1266.3194,0.124399,-400.753478,-400.745579,-400.744635,-400.786407,29.475
7428,gdb_7429,CN(C)C(=[NH2+])C([O-])=O,3.31377,1.70707,1.14299,8.7929,64.41,-0.2235,-0.0305,0.1931,1007.9659,0.129275,-417.091698,-417.082822,-417.081878,-417.125473,31.156
112353,gdb_112354,NC1=CC(=O)NC1CO,3.27116,1.17671,0.90296,5.5082,73.18,-0.2162,-0.0002,0.2161,1235.6931,0.137638,-455.193299,-455.184822,-455.183877,-455.226171,32.608
99095,gdb_99096,OCC(=O)CC(O)C=O,3.99584,0.75683,0.67251,1.1079,65.95,-0.2724,-0.0442,0.2282,1603.7989,0.132032,-496.117606,-496.107744,-496.1068,-496.153732,34.264
25014,gdb_25015,N=C1NC(=CO1)C1CO1,4.30847,1.08269,0.9184,3.6032,70.36,-0.1994,0.0078,0.2072,1219.5528,0.113379,-453.939312,-453.931705,-453.930761,-453.971857,28.579
110855,gdb_110856,CC1OC2C(CO)C12O,2.23938,1.28223,1.09067,1.4589,71.61,-0.2325,0.0693,0.3018,1211.0603,0.15711,-460.104344,-460.094923,-460.093979,-460.138338,35.127
41126,gdb_41127,C1CC23C=CC4N2CC134,2.8948,2.21527,1.70509,1.9041,80.3,-0.1972,-0.0139,0.1833,855.464,0.149059,-364.65604,-364.649691,-364.648746,-364.686097,27.882
35998,gdb_35999,N#CCC#CCC1CO1,6.07166,0.53392,0.52275,3.4544,78.34,-0.2683,0.0179,0.2861,2037.5717,0.122678,-400.705245,-400.695894,-400.69495,-400.741955,31.813
3791,gdb_3792,CNc1n[nH]nn1,8.07423,2.10886,1.69847,2.2237,52.12,-0.2232,-0.0165,0.2066,693.3593,0.09265,-352.855499,-352.84922,-352.848276,-352.885842,21.728
88858,gdb_88859,CC1CC1C1CCCO1,3.32054,1.09003,0.96896,1.6327,85.99,-0.2411,0.0852,0.3263,1344.9003,0.206992,-388.289713,-388.280556,-388.279612,-388.324324,34.632
118800,gdb_118801,CCOC1(C)CC1C#C,2.01868,1.26219,0.90248,1.8192,86.59,-0.2363,0.0532,0.2895,1394.885,0.178661,-387.041688,-387.031226,-387.030282,-387.077339,38.5
4520,gdb_4521,c1c(c(oc1N)O)N,3.70852,1.77411,1.2085,1.2881,61.68,-0.1635,0.0506,0.2141,935.7493,0.107649,-415.870361,-415.862434,-415.86149,-415.902095,29.6
2489,gdb_2490,OC12CC3C(C1)C23,4.81089,3.02856,2.58943,1.0451,59.76,-0.2369,0.0753,0.3122,586.1417,0.125797,-308.462932,-308.457154,-308.456209,-308.492031,23.363
89921,gdb_89922,CC1CC2(CCC12)C#C,2.86544,1.29652,1.0608,0.8285,89.61,-0.2415,0.0433,0.2849,1224.2249,0.181882,-349.903393,-349.894474,-349.89353,-349.936794,35.003
115957,gdb_115958,COC1OCC2CCC12,2.58575,1.55544,1.23114,0.4531,77.69,-0.2575,0.0775,0.3349,1112.0461,0.184171,-424.216775,-424.208373,-424.207429,-424.250143,31.811
72474,gdb_72475,OC12CCC(C1)CC=C2,2.50034,1.77404,1.42889,1.381,81.75,-0.2369,0.0244,0.2613,1013.5635,0.185391,-387.118885,-387.111237,-387.110293,-387.150374,32.018
77971,gdb_77972,OC1C2C(O)C1C2C=O,3.41085,1.25187,1.04235,1.9422,69.74,-0.2514,-0.0343,0.2171,1129.2212,0.135346,-458.907856,-458.899814,-458.89887,-458.940487,30.939
103543,gdb_103544,CCC1(O)C=CCC1C,2.10846,1.44022,1.17489,1.323,86.46,-0.2421,0.0221,0.2641,1227.7215,0.204664,-388.309346,-388.299418,-388.298474,-388.34365,38.182
17455,gdb_17456,CN1C2C3OC3(C)C12,3.53142,2.10579,1.67329,1.7877,67.07,-0.2255,0.0669,0.2925,826.1509,0.141067,-363.782606,-363.775221,-363.774277,-363.81377,28.479
19560,gdb_19561,C1NC11C2NC1C=C2,4.09225,2.1247,1.92425,1.457,68.53,-0.2179,0.0006,0.2184,752.9655,0.133124,-342.693726,-342.687714,-342.68677,-342.723463,24.966
72678,gdb_72679,NC12CCC1(OC2)C#N,2.35147,1.51527,1.46404,5.378,73.15,-0.2485,0.0006,0.2492,1014.5007,0.136097,-417.979925,-417.971564,-417.97062,-418.012884,31.491
1752,gdb_1753,CC1(CC1)COC,5.05097,1.5881,1.42318,0.93,68.53,-0.2509,0.0847,0.3357,942.7317,0.170126,-310.899323,-310.890945,-310.890001,-310.931903,30.222
104336,gdb_104337,CC1(CO)CCN=CO1,3.06511,1.26529,1.13052,1.1452,75.04,-0.2494,0.0254,0.2748,1155.8499,0.171608,-440.303341,-440.294524,-440.29358,-440.336544,33.825
41724,gdb_41725,C1OC2C3CC1C2CO3,3.27934,1.71471,1.70743,1.8342,72.43,-0.2298,0.087,0.3168,892.9002,0.1641,-423.034331,-423.028178,-423.027234,-423.06452,26.421
108862,gdb_108863,COC1=NC(C)CN1C,2.26791,1.43117,0.93354,1.3746,81.85,-0.2038,0.0616,0.2654,1317.1776,0.182613,-420.428152,-420.418321,-420.417377,-420.462884,35.273
81209,gdb_81210,OC1C2CC11OC(=O)C21,3.54533,1.37634,1.26495,3.0097,65.95,-0.2681,-0.0137,0.2544,994.4932,0.112007,-457.651191,-457.644203,-457.643259,-457.682417,27.884
132539,gdb_132540,Cc1cc(c(nc1)O)F,3.07992,1.35008,0.94412,2.0014,72.56,-0.2281,-0.0234,0.2047,1168.5094,0.112799,-461.983114,-461.975326,-461.974382,-462.015611,29.244
126788,gdb_126789,CCn1ncc(n1)C#C,4.59202,0.96657,0.85355,1.0539,82.41,-0.2397,-0.0198,0.2199,1351.9332,0.124709,-396.910586,-396.902125,-396.901181,-396.944783,30.524
5061,gdb_5062,Cc1c([nH]cc1N)C,3.21979,1.93413,1.22919,1.733,76.23,-0.1686,0.0581,0.2267,991.8765,0.153798,-344.027315,-344.018149,-344.017205,-344.061059,32.985
105148,gdb_105149,OCC1(NC1C#N)C#C,2.43606,1.23427,0.96352,4.1008,74.03,-0.2697,-0.0129,0.2568,1210.2204,0.110944,-416.74648,-416.737385,-416.736441,-416.780664,32.758
67015,gdb_67016,CC12C3N1CC2(O)C3=O,2.35039,1.7225,1.58039,1.7557,69.38,-0.2382,-0.0106,0.2275,946.9399,0.123362,-437.840352,-437.832477,-437.831533,-437.872466,30.126
70531,gdb_70532,CC12CC(=O)CCC1N2,2.59625,1.4741,1.16205,2.7644,78.55,-0.2418,-0.0207,0.2211,1130.5568,0.172171,-403.164688,-403.156284,-403.15534,-403.197719,32.526
41147,gdb_41148,C1OC2C=CC3CC12C3,2.93929,1.9109,1.46107,2.0,79.48,-0.2388,0.0025,0.2413,936.3853,0.162371,-385.842993,-385.836475,-385.83553,-385.873403,28.018
31615,gdb_31616,CNc1cc(cn1C)N,2.87472,1.19903,0.90172,1.5775,85.17,-0.1651,0.0546,0.2197,1334.4357,0.171745,-399.344841,-399.334891,-399.333947,-399.379838,36.249
9367,gdb_9368,C(CO)NC(=O)CO,5.32317,0.89423,0.79981,4.9414,62.78,-0.2516,0.0251,0.2767,1385.6047,0.141104,-438.158793,-438.149493,-438.148548,-438.19406,32.008
62450,gdb_62451,CC1(C#N)C2CCCN12,3.51365,1.18767,1.16256,5.4212,79.84,-0.2473,0.0282,0.2754,1145.4521,0.160543,-382.070736,-382.062231,-382.061287,-382.103802,31.952
7732,gdb_7733,CC1=CC(=O)CCN1,3.46016,1.78082,1.22184,5.4693,74.04,-0.2126,-0.0229,0.1897,979.3372,0.143662,-363.912539,-363.904907,-363.903963,-363.944357,28.79
61104,gdb_61105,NC(CC#N)(C#C)C#N,2.45141,1.24649,1.03251,6.6505,72.4,-0.2862,-0.018,0.2682,1165.2566,0.09875,-395.698317,-395.688818,-395.687874,-395.732738,33.542
24104,gdb_24105,c1cocc1OCC#N,7.41461,0.7731,0.70321,3.4006,68.71,-0.231,-0.0015,0.2295,1471.3411,0.101196,-436.698888,-436.691112,-436.690167,-436.732214,27.776
102938,gdb_102939,CNC(CCC=O)C#N,2.95542,0.72769,0.60709,3.3994,78.31,-0.2532,-0.0385,0.2147,1777.6931,0.157029,-419.21368,-419.203204,-419.20226,-419.250708,35.592
37547,gdb_37548,C1N=CN2C3C4NC3C124,4.1587,1.71759,1.48032,2.8909,73.47,-0.2211,0.011,0.2321,877.773,0.127042,-396.796569,-396.790607,-396.789663,-396.826631,25.017
59108,gdb_59109,CC(C)C1C(C)CC1O,2.02138,1.38306,1.00702,1.5474,88.29,-0.2496,0.0542,0.3038,1341.674,0.227246,-389.487569,-389.47686,-389.475916,-389.52262,40.694
130658,gdb_130659,c1nc2n(n1)C(=O)CO2,3.35504,1.85711,1.20457,2.2779,61.13,-0.2717,-0.0579,0.2138,910.3552,0.080779,-468.843617,-468.83751,-468.836566,-468.874399,22.72
49495,gdb_49496,O=CN1C2CC1(C2)C#C,2.65816,1.44753,1.09957,3.7977,78.37,-0.2392,0.0009,0.2401,1101.4288,0.123224,-400.662472,-400.654577,-400.653632,-400.695016,30.111
50826,gdb_50827,N=COC(=O)C1CCC1,4.79464,0.81053,0.75628,1.3343,76.59,-0.2727,-0.0253,0.2474,1526.0907,0.147466,-439.109075,-439.100135,-439.099191,-439.144242,31.493
73659,gdb_73660,OC12CCOC1CC2=O,2.67241,1.59067,1.31976,1.2231,67.7,-0.2437,-0.0384,0.2053,1001.0885,0.135463,-458.968555,-458.960538,-458.959594,-459.001227,30.474
56068,gdb_56069,C(C(=O)N)N=COC=O,5.49608,0.65213,0.59857,5.9519,68.66,-0.2611,-0.0231,0.238,1741.8875,0.110141,-491.126908,-491.117222,-491.116278,-491.163043,32.443
105364,gdb_105365,CCC1(CC2CC2)CO1,2.91221,0.99667,0.82886,1.583,85.65,-0.256,0.0886,0.3446,1492.8343,0.204618,-388.262998,-388.253155,-388.252211,-388.298368,36.876
122976,gdb_122977,COCCCC(C)CO,5.54499,0.46768,0.44684,2.283,87.44,-0.2502,0.0772,0.3274,2489.4941,0.226012,-426.616623,-426.604584,-426.60364,-426.655193,41.651
70016,gdb_70017,CC12CC1C1CCOC21,3.11585,1.49099,1.29588,1.4445,81.2,-0.2316,0.0817,0.3133,1078.9113,0.184351,-387.069013,-387.061025,-387.060081,-387.101419,31.578
61066,gdb_61067,OC(C=O)C1COC=N1,3.90929,1.06061,0.87915,1.7044,65.78,-0.2574,-0.0401,0.2173,1246.8675,0.124151,-475.038189,-475.029872,-475.028928,-475.072254,29.46
89960,gdb_89961,CN1CC2(OCC12)C=O,2.31075,1.60706,1.13111,2.2947,74.11,-0.2235,-0.043,0.1806,1113.752,0.145996,-439.036312,-439.027807,-439.026863,-439.069663,31.265
45021,gdb_45022,N=C1OC(=O)CC2CC12,2.38929,1.83128,1.20774,3.3511,71.22,-0.2727,-0.018,0.2547,1013.6979,0.125923,-437.929426,-437.922137,-437.921193,-437.961447,28.179
67037,gdb_67038,CC12C3CC1(O)COC23,2.09019,2.0289,1.60634,2.3702,74.02,-0.226,0.0617,0.2876,958.8414,0.159298,-422.997431,-422.989416,-422.988472,-423.029361,31.872
92745,gdb_92746,CC1CC=C(C)CC1O,2.87213,1.20705,1.01067,1.579,87.86,-0.2353,0.0261,0.2614,1307.597,0.20602,-388.322077,-388.312543,-388.311599,-388.355738,37.164
106276,gdb_106277,CCC12CC(C)(C1)C2O,2.6934,1.22092,1.00589,1.4056,86.45,-0.2433,0.0728,0.3161,1316.8248,0.204396,-388.25638,-388.246548,-388.245603,-388.290642,37.742
132971,gdb_132972,Cn1cc(c(=O)nc1)F,3.09856,1.40996,0.975,8.1413,69.09,-0.2358,-0.0308,0.205,1118.134,0.101344,-478.014024,-478.006314,-478.005369,-478.04675,27.864
129676,gdb_129677,C(=N)Nc1c(nno1)N,3.23722,1.2901,0.92705,5.7968,71.38,-0.2254,-0.0303,0.1951,1174.2602,0.10137,-466.155097,-466.146797,-466.145853,-466.18852,29.753
34233,gdb_34234,C#CC12OC3CC1OC23,3.45045,1.60657,1.38943,0.402,71.26,-0.2511,0.0091,0.2602,931.87,0.11257,-420.5329,-420.526269,-420.525325,-420.563783,27.094
57069,gdb_57070,NC(C#N)C1OCC1O,3.00792,1.16545,1.02756,7.2695,68.46,-0.2519,0.0305,0.2824,1184.3341,0.135881,-455.116697,-455.107594,-455.106649,-455.150875,32.819
12168,gdb_12169,OC1C(OC1=N)C#C,3.8287,1.54049,1.19585,1.6869,62.98,-0.2689,0.001,0.2699,956.8018,0.093577,-398.548468,-398.540643,-398.539699,-398.580903,27.972
74474,gdb_74475,CC1=CC2(CN2)C2NC12,3.06139,1.41527,1.10773,2.2729,83.75,-0.214,0.0105,0.2245,1143.9095,0.160675,-382.026294,-382.018384,-382.01744,-382.058433,31.379
79346,gdb_79347,CC1C2C3CC1CCC23,2.58601,1.6993,1.51454,0.0473,87.11,-0.253,0.0806,0.3336,1038.1747,0.210358,-351.182996,-351.175451,-351.174506,-351.214567,31.617
104384,gdb_104385,OCC1(O)CCOC1=O,2.65685,1.53638,1.21076,3.4242,63.76,-0.2587,-0.0046,0.2541,1046.0921,0.136685,-496.142499,-496.134306,-496.133362,-496.175171,31.083
18347,gdb_18348,CC1C=CC2CCC12,3.38314,2.06054,1.52458,0.1858,79.42,-0.2324,0.0256,0.258,905.7422,0.179183,-311.874307,-311.867073,-311.866129,-311.905448,28.949
32470,gdb_32471,CN=c1[nH]cc(o1)CO,3.07276,1.10034,0.85067,2.1948,74.73,-0.1911,0.0199,0.2111,1342.6605,0.135007,-455.155343,-455.145781,-455.144836,-455.191013,33.124
15777,gdb_15778,CN(CC#N)C1CC1,5.67969,1.09368,1.0028,4.1589,72.68,-0.2238,0.0248,0.2486,1172.9107,0.153357,-343.959522,-343.950957,-343.950013,-343.992968,30.978
129294,gdb_129295,N=C1ON=CC=CC1=N,2.61515,1.84517,1.12636,2.5404,76.15,-0.2639,-0.0947,0.1692,1007.4682,0.101851,-432.82341,-432.816035,-432.815091,-432.855957,27.421
54138,gdb_54139,CC(=O)C1(C)CC1(C)O,2.31571,1.3963,1.1183,1.7641,79.98,-0.2394,-0.0129,0.2265,1204.0029,0.178287,-424.242213,-424.231666,-424.230722,-424.277136,39.317
124116,gdb_124117,CC#Cc1c(nn[nH]1)N,3.64217,0.96828,0.76921,4.6619,83.84,-0.2023,-0.0191,0.1833,1428.8458,0.113496,-412.971163,-412.962305,-412.96136,-413.006283,31.189
8382,gdb_8383,CC1CC2(CC2O)C1,3.86937,1.3509,1.2084,1.5286,75.42,-0.229,0.0753,0.3043,1088.6516,0.175712,-348.975473,-348.96664,-348.965695,-349.010588,32.656
40203,gdb_40204,C1OC11CCC2OCC12,3.0649,1.53156,1.24448,0.9753,74.06,-0.2498,0.0709,0.3207,1041.323,0.1607,-423.001143,-422.993737,-422.992793,-423.033058,29.316
74729,gdb_74730,CC1=CC2CC11COC21,2.30528,2.12705,1.50313,1.8265,80.98,-0.2168,0.0122,0.229,958.4314,0.159406,-385.765081,-385.757712,-385.756768,-385.796428,30.323
89464,gdb_89465,CC1CC2(O)CCC12C,2.14326,1.48781,1.3877,1.1239,85.17,-0.241,0.081,0.322,1145.0744,0.204128,-388.277362,-388.267582,-388.266638,-388.311372,37.845
44383,gdb_44384,N=C1OC2C3CC(C3)C12,3.69878,1.54721,1.41345,2.885,75.82,-0.2601,0.0267,0.2868,960.2444,0.151401,-401.935127,-401.928746,-401.927802,-401.96574,26.865
105740,gdb_105741,OCC1(CCC=C1)C=O,2.72192,1.27856,1.14507,3.2525,77.44,-0.2408,-0.0393,0.2015,1157.5207,0.159169,-423.045301,-423.036562,-423.035618,-423.078977,32.648
58805,gdb_58806,CC(O)C12CC(C)C1N2,3.41423,1.02804,0.96635,2.2418,82.21,-0.2468,0.0695,0.3163,1356.7554,0.193201,-404.312764,-404.303031,-404.302087,-404.347138,36.912
121472,gdb_121473,CCCN=CN(C)C=O,4.50536,0.61734,0.55033,3.0488,87.65,-0.245,-0.0089,0.2362,2018.59,0.18104,-420.441788,-420.431136,-420.430192,-420.478342,36.922
7092,gdb_7093,CCCC(=O)CC#C,7.93601,0.8073,0.74719,2.6722,74.84,-0.247,-0.0142,0.2328,1514.7905,0.149784,-347.795566,-347.785778,-347.784834,-347.831662,33.761
120563,gdb_120564,CC1(CC1CCO)C#C,3.7314,0.72963,0.69018,1.5371,86.82,-0.2377,0.0559,0.2936,1694.0192,0.179507,-387.042263,-387.031648,-387.030703,-387.078137,38.768
6602,gdb_6603,CCC12CC(C)(C1)O2,4.70648,1.3872,1.3197,1.6064,75.95,-0.2269,0.0953,0.3222,1046.2498,0.175519,-348.959036,-348.950651,-348.949707,-348.991478,32.164
84713,gdb_84714,OC1C=CC2CCCC12,2.56955,1.63057,1.18825,1.6151,82.62,-0.2479,0.012,0.2599,1101.1903,0.186009,-387.115735,-387.107954,-387.10701,-387.148437,31.417
125127,gdb_125128,CC1=C(OC=N)N=NN1,3.35258,1.15358,0.86484,3.6799,72.05,-0.234,-0.0134,0.2206,1269.3342,0.11306,-450.123913,-450.115373,-450.114428,-450.15868,29.332
131055,gdb_131056,c1c(con1)CNC=O,3.86736,1.05951,0.89352,4.463,66.64,-0.2574,-0.0157,0.2417,1237.7517,0.11374,-453.958245,-453.950259,-453.949315,-453.992145,28.108
111018,gdb_111019,CCC1C2CC1(O2)C#C,2.66141,1.21762,0.97921,2.1501,83.22,-0.2382,0.0151,0.2533,1277.3008,0.157341,-385.787905,-385.779105,-385.778161,-385.821549,33.72
54326,gdb_54327,CC(=O)C1(CC=O)CN1,2.18369,1.4155,1.03608,2.6988,73.1,-0.252,-0.0403,0.2116,1189.3495,0.1452,-439.089942,-439.080496,-439.079552,-439.124878,33.686
81340,gdb_81341,CC1C2CC1C(C)=C2C,2.57342,1.3494,1.11621,0.153,92.92,-0.2014,0.0337,0.2351,1255.196,0.205533,-351.142529,-351.13324,-351.132296,-351.175902,36.137
97368,gdb_97369,CN=COC(C)C(C)C,3.32081,0.74617,0.64534,2.8097,91.49,-0.243,0.0301,0.2731,1852.3009,0.213881,-405.559626,-405.548104,-405.54716,-405.59688,41.124
74067,gdb_74068,NC1=CC(=N)N(C1)C=O,3.52551,1.204,0.9031,8.1853,78.43,-0.2227,-0.0152,0.2075,1220.5313,0.125541,-434.109651,-434.10133,-434.100385,-434.142693,30.974
19931,gdb_19932,C1C2CC3OCC3C12,3.60043,2.31422,1.90687,1.7408,69.62,-0.2438,0.0787,0.3225,771.36,0.156994,-347.783833,-347.777709,-347.776765,-347.813788,25.318
51991,gdb_51992,N=COC(=O)COC=O,6.87308,0.67767,0.63175,3.3823,63.14,-0.2885,-0.045,0.2435,1642.9675,0.098141,-511.00043,-510.991237,-510.990293,-511.036188,30.145
36585,gdb_36586,C#CCCC1(CO1)C#N,3.04074,0.92394,0.77167,3.5255,75.63,-0.2719,-0.0028,0.2691,1440.4793,0.121726,-400.702277,-400.693059,-400.692114,-400.737098,32.871
32537,gdb_32538,c1c(c(co1)CO)CO,2.6456,1.17053,0.81978,3.5934,70.57,-0.2115,0.0321,0.2436,1336.7221,0.135024,-458.969907,-458.960606,-458.959662,-459.005196,32.56
39700,gdb_39701,C1CC11C2C3C4C2C1N34,4.28059,1.55402,1.50724,1.7912,78.44,-0.2248,0.0817,0.3065,930.5192,0.149593,-364.701166,-364.694854,-364.693909,-364.731564,26.912
45221,gdb_45222,O=C1NC2CC3OC1C23,3.22766,1.81095,1.44704,4.7415,67.46,-0.2367,0.0076,0.2443,896.9625,0.127332,-437.889071,-437.882693,-437.881749,-437.919776,25.967
107561,gdb_107562,NC1=NCC2OC12CO,2.68698,1.63645,1.15301,1.7264,69.4,-0.2253,0.0193,0.2445,1053.6974,0.137187,-455.136668,-455.128603,-455.127659,-455.168998,31.342
28276,gdb_28277,Cc1[nH]c2cocc2n1,5.35682,1.26755,1.0316,3.6641,75.3,-0.1942,-0.0037,0.1906,1099.3144,0.114842,-416.847457,-416.840212,-416.839268,-416.879082,27.773
37552,gdb_37553,C1C2C3C1C21CCC=C31,3.99876,1.56724,1.31965,0.5693,87.09,-0.2149,0.0461,0.261,1003.5878,0.161451,-348.660653,-348.653925,-348.652981,-348.69168,28.039
82129,gdb_82130,CC1C(CC=O)C2CN12,3.12262,1.12401,0.95972,2.0347,78.79,-0.2359,-0.0267,0.2092,1266.6155,0.169835,-403.109649,-403.100608,-403.099664,-403.14427,33.254
75726,gdb_75727,OC1C(=O)C2OCC12O,2.25976,1.72006,1.35228,2.616,61.36,-0.242,-0.0488,0.1932,973.9134,0.109944,-494.855191,-494.846674,-494.84573,-494.888444,30.83
24565,gdb_24566,O1C=CC=CC=CN=C1,2.19132,1.99244,1.19394,1.1767,83.66,-0.2108,-0.0167,0.1941,1025.8303,0.125352,-400.739895,-400.732292,-400.731347,-400.772136,28.821
52858,gdb_52859,CC#CC1(CC#N)CN1,1.83086,1.27311,0.83662,4.7326,82.09,-0.2448,0.0242,0.269,1403.9162,0.134511,-380.836063,-380.826243,-380.825299,-380.872886,33.792
133723,gdb_133724,CN1CCC1C(F)(F)F,2.55065,1.32152,1.0696,2.5006,61.91,-0.2289,0.0778,0.3067,1141.7603,0.132197,-549.496837,-549.488155,-549.487211,-549.530783,31.483
33537,gdb_33538,N#CC1(CCC1)C1CO1,2.20855,1.56255,1.12584,2.5008,75.6,-0.2854,0.025,0.3104,1125.7064,0.147775,-401.9283,-401.919853,-401.918909,-401.961756,31.259
82858,gdb_82859,CC1C2OC3CC1CC23,2.49621,1.98179,1.7055,1.7271,79.8,-0.2319,0.0866,0.3185,936.8407,0.186504,-387.102288,-387.09545,-387.094506,-387.133029,29.322
40181,gdb_40182,C1CC11CN2CC2CO1,3.05461,1.52877,1.31464,1.3706,78.04,-0.219,0.085,0.304,1043.6206,0.172734,-403.100065,-403.092461,-403.091517,-403.131877,30.86
16823,gdb_16824,CC1OC(=O)C2CC12,3.49252,2.06007,1.49308,4.5476,64.35,-0.2607,0.0117,0.2724,853.5229,0.131645,-383.781156,-383.774272,-383.773328,-383.812122,26.466
86881,gdb_86882,CC1CC(CC1O)C#N,3.19465,1.06759,0.90321,4.1993,79.51,-0.2822,0.0368,0.319,1322.1242,0.171816,-403.183974,-403.174821,-403.173877,-403.21824,34.268
72825,gdb_72826,CC12COC1C(=O)CC2,2.59269,1.5146,1.3103,3.8972,74.51,-0.2312,-0.0305,0.2007,1061.4528,0.159489,-423.039377,-423.031227,-423.030283,-423.072083,31.305
55175,gdb_55176,CC(=O)N1CC2OCC12,3.3675,1.27902,1.06179,2.7708,73.27,-0.2405,0.0242,0.2647,1152.9634,0.147191,-439.075019,-439.066465,-439.065521,-439.109405,30.615
64168,gdb_64169,CC1(C)OCC1(C)C#N,2.18039,1.47658,1.32419,2.8986,78.73,-0.263,0.023,0.286,1113.3412,0.168467,-403.15923,-403.149426,-403.148482,-403.193381,36.533
44754,gdb_44755,O=C1OC2CC(C2)C=C1,3.05361,1.65164,1.28709,4.9853,74.39,-0.2628,-0.049,0.2138,987.5827,0.138391,-421.849861,-421.842956,-421.842011,-421.881166,27.745
8177,gdb_8178,CC1CC2CC1(C)C2,2.5963,2.41756,1.65347,0.0976,81.22,-0.2822,0.0842,0.3664,910.7184,0.202038,-313.075299,-313.067609,-313.066665,-313.106459,31.573
38033,gdb_38034,C1C2N=C3OCCC3C12,3.61373,1.59028,1.27061,3.7244,75.5,-0.2287,0.0214,0.2501,999.9747,0.151433,-401.953024,-401.946426,-401.945482,-401.983848,27.201
62542,gdb_62543,CC1(O)C(OC1=O)C#C,2.5257,1.40833,1.16982,3.1525,68.0,-0.2652,-0.0051,0.2601,1084.8682,0.108885,-457.745657,-457.736422,-457.735478,-457.779704,33.033
31448,gdb_31449,CCc1cc(c[nH]1)C#N,5.18311,0.84843,0.77253,6.7179,84.03,-0.2254,-0.0035,0.2219,1466.5288,0.137746,-380.93929,-380.930743,-380.929798,-380.973174,31.329
6072,gdb_6073,NC(=[NH2+])CCC([O-])=O,4.69758,1.1932,1.014,8.2044,62.74,-0.2362,0.0061,0.2423,1114.8911,0.130726,-417.115868,-417.107538,-417.106593,-417.149247,30.169
99054,gdb_99055,CCC(=O)NC(C)C#C,3.51647,0.78563,0.71403,3.0421,83.6,-0.2449,0.0257,0.2706,1661.8466,0.167756,-403.157017,-403.146067,-403.145123,-403.194695,38.484
101079,gdb_101080,OCC(O)C1(CO1)C#N,2.34917,1.33203,0.94232,3.5869,65.47,-0.2745,-0.0143,0.2602,1206.7779,0.122715,-474.996048,-474.987073,-474.986129,-475.029981,32.694
81262,gdb_81263,OC1C2OC1C(=O)C2=O,2.95475,1.51033,1.22756,3.2513,59.2,-0.2403,-0.0994,0.1409,975.3186,0.088485,-493.673899,-493.66677,-493.665826,-493.70559,26.906
120344,gdb_120345,COCC1C=CC2CC12,3.98366,0.95555,0.8546,1.0599,84.51,-0.2257,0.0223,0.248,1424.3234,0.183186,-387.073275,-387.064578,-387.063633,-387.107072,32.921
94999,gdb_95000,CC1CCC2C3OC2C13,2.83657,1.62394,1.31156,2.2205,80.69,-0.228,0.0679,0.2958,1050.6114,0.184865,-387.040864,-387.033446,-387.032502,-387.072376,30.666
53445,gdb_53446,CC#CC1CCCOC1,4.24195,0.78442,0.69647,1.4051,88.34,-0.2356,0.06,0.2956,1670.6795,0.183273,-387.081786,-387.072345,-387.071401,-387.117926,34.346
117271,gdb_117272,CC#CCC(=O)CCO,7.22372,0.52257,0.49322,0.8435,81.58,-0.2404,-0.0128,0.2276,2198.3734,0.154703,-423.015891,-423.004425,-423.003481,-423.056969,37.509
112699,gdb_112700,COC1CC(C)C(C)=C1,2.9245,1.03364,0.82621,1.2111,89.88,-0.2332,0.0254,0.2586,1496.4967,0.204556,-388.305529,-388.295395,-388.294451,-388.340795,37.405
298,gdb_299,CC1(C)CC1O,5.09266,2.97394,2.52892,1.2792,56.93,-0.2497,0.083,0.3327,599.392,0.141365,-271.621961,-271.61481,-271.613865,-271.652008,26.639
112996,gdb_112997,OCC1CN(C=O)C1=O,3.59577,1.04452,0.86043,5.0543,68.59,-0.2639,-0.0472,0.2167,1292.832,0.123648,-475.055075,-475.046301,-475.045357,-475.089327,30.662
100587,gdb_100588,CCC(C)C(=O)OC=N,3.9596,0.77688,0.7046,1.15,79.07,-0.2728,-0.0219,0.251,1659.0908,0.16841,-440.329987,-440.319412,-440.318467,-440.366773,36.533
45226,gdb_45227,O=C1OC2CC3OC1C23,3.27566,1.84518,1.47313,4.911,63.44,-0.2574,-0.0131,0.2443,872.8643,0.114812,-457.764958,-457.758807,-457.757863,-457.795544,24.666
130998,gdb_130999,c1conc1OCC=O,7.29204,0.74943,0.68247,3.5511,64.8,-0.2657,-0.0383,0.2275,1514.9293,0.099401,-473.80891,-473.800853,-473.799909,-473.843226,27.677
6041,gdb_6042,CCC(C)(O)C(C)=O,2.90848,1.47363,1.36728,2.5521,71.23,-0.2385,-0.0092,0.2292,1056.657,0.172746,-386.169842,-386.159582,-386.158638,-386.205046,36.851
99237,gdb_99238,CC(=O)CCC(=O)OC,5.06756,0.6392,0.59102,1.8141,73.8,-0.2488,-0.0124,0.2364,1880.4571,0.15526,-460.224408,-460.213578,-460.212634,-460.262771,35.977
18118,gdb_18119,C1CC2OCC=C2C1,4.20775,1.9419,1.43696,1.7064,73.57,-0.2259,0.0171,0.2429,886.0225,0.156507,-347.817636,-347.810913,-347.809969,-347.848646,26.206
